Oracle,HillClimbing,CMA-ES,Hvarfner's VanillaBO,RandomLineBO,SAASBO,Turbo
RaSP,1.00 ± 0.22,0.59 ± 0.36,0.84 ± 0.41,0.00 ± 0.00,0.67 ± 0.57,0.17 ± 0.37
