,function_name,solver_name,seed,experiment_id,max_steps
4,albuterol_similarity,turbo,5,c305673e-c7e7-4d0f-b378-1e75d8e4ffb0,309
0,albuterol_similarity,vanilla_bo_hvarfner,1,38c470a2-a47a-418b-855d-5168dd1a58b9,309
1,albuterol_similarity,vanilla_bo_hvarfner,2,90a6928a-42ce-4f12-a39e-24b744267fb8,309
2,albuterol_similarity,vanilla_bo_hvarfner,3,3089d823-5b4b-4a39-85b7-8e004f5a67c6,309
3,albuterol_similarity,vanilla_bo_hvarfner,4,02c16437-43ea-4d8c-b0e0-bc91cb35564f,309
4,albuterol_similarity,vanilla_bo_hvarfner,5,abddd9fc-0e9a-40e1-9a09-b2ea49774702,309
0,albuterol_similarity,pr,1,2c8d60a3-f458-4492-87b5-9aec612cac6a,12
1,albuterol_similarity,pr,2,468a1794-82d0-4363-97d7-88eac79e839c,12
2,albuterol_similarity,pr,3,1ce1f771-cee8-4397-8356-e02c2f621d74,12
3,albuterol_similarity,pr,4,9e70fc2d-07cf-48e0-98f7-9f4f61e1fc9d,12
4,albuterol_similarity,pr,5,0ee6c103-5faa-4a1d-bc10-a87e43d7b9e3,12
0,albuterol_similarity,saas_bo,1,7b6c7da6-420f-42a9-8003-e5795672c3e9,12
1,albuterol_similarity,saas_bo,2,70b12004-ec87-4b93-989c-a588103e28de,12
2,albuterol_similarity,saas_bo,3,210afbe3-de91-4142-bdec-499a7e8cba2a,12
3,albuterol_similarity,saas_bo,4,077941df-d893-455a-bc5f-7bda0fb17fcf,12
4,albuterol_similarity,saas_bo,5,819c98b7-ba4f-4e96-883f-aed8f4bf08b3,12
0,amlodipine_mpo,directed_evolution,1,1f364de7-3eec-4c3a-af81-877906561e31,309
1,amlodipine_mpo,directed_evolution,2,8287c9ed-714e-4912-9e73-1380546557d0,309
2,amlodipine_mpo,directed_evolution,3,6fc2600b-0ffb-4429-adc6-03bf3b88e948,309
3,amlodipine_mpo,directed_evolution,4,4e104d88-72c2-4b95-9419-981718a73164,309
4,amlodipine_mpo,directed_evolution,5,0dfcd124-a1a5-4367-984d-5ca13c3aa8cd,309
0,amlodipine_mpo,hill_climbing,1,7be93317-2495-4786-8344-3424e4703b8d,309
1,amlodipine_mpo,hill_climbing,2,2c284d99-d23c-4ed6-aa27-d7b7d3a9f2f3,309
2,amlodipine_mpo,hill_climbing,3,5a14fc09-caf7-4747-9503-ad41fdece225,309
3,amlodipine_mpo,hill_climbing,4,3b023d0b-d4ad-4e98-96ca-4cd3203730b5,309
4,amlodipine_mpo,hill_climbing,5,3ede73f3-aa86-41e9-b7d2-a99c9cc55294,309
0,amlodipine_mpo,genetic_algorithm,1,5881071a-b7c0-4a91-a8d7-3e2cfe781893,309
1,amlodipine_mpo,genetic_algorithm,2,a1e1b841-579c-459f-ac78-afe2139cb9b0,309
2,amlodipine_mpo,genetic_algorithm,3,b25fd1e6-fd0f-42ec-b895-967d82ffbe08,309
3,amlodipine_mpo,genetic_algorithm,4,9bfbdacb-ddf9-4992-8d30-beb1842ef0c3,309
4,amlodipine_mpo,genetic_algorithm,5,517a85a9-6051-4010-a05f-78001dab0af0,309
0,amlodipine_mpo,cma_es,1,8f99d94a-37e8-47ac-8ab3-c00fcbd5ac63,309
1,amlodipine_mpo,cma_es,2,14b58bf6-e832-4346-9ee2-759780303bbd,309
2,amlodipine_mpo,cma_es,3,9be9df62-f693-483e-9095-9ac512234496,309
3,amlodipine_mpo,cma_es,4,0ad38259-359d-4c2b-9104-9d6b1969e11e,309
4,amlodipine_mpo,cma_es,5,9e805b7a-fd86-4fc6-95e8-36c9680db6e6,309
0,amlodipine_mpo,random_line_bo,1,59980c9e-b247-4b7a-8615-86b77a65c6d1,309
1,amlodipine_mpo,random_line_bo,2,02508d54-9fe1-414a-a6a8-07fcb680b6b9,309
2,amlodipine_mpo,random_line_bo,3,0d001be9-5d56-435e-9767-3a1fdc4846a1,309
3,amlodipine_mpo,random_line_bo,4,91742002-a075-4413-a101-18b9fba40889,309
4,amlodipine_mpo,random_line_bo,5,13f95615-63a2-415c-a0dc-10ab32c5b6ae,309
0,amlodipine_mpo,coordinate_line_bo,1,33ee539e-b345-4524-a9fa-9962f2a8eada,309
1,amlodipine_mpo,coordinate_line_bo,2,b394e997-e973-4a3f-beb4-a7b9ee61f417,309
2,amlodipine_mpo,coordinate_line_bo,3,66fd244a-182c-4fe0-90f6-381a54695ccc,309
3,amlodipine_mpo,coordinate_line_bo,4,445ae668-bb96-4794-932a-3ebac909c9c0,309
4,amlodipine_mpo,coordinate_line_bo,5,1dc37fa4-085f-43ea-a1ff-b3a865398f22,309
0,amlodipine_mpo,turbo,1,1c158237-affa-44e7-a994-e82acf2573f9,309
1,amlodipine_mpo,turbo,2,4c7d5d89-daab-4982-b309-1a1217117eac,309
2,amlodipine_mpo,turbo,3,b43f98e9-34e2-43cd-ba46-8f02c5afac7f,309
3,amlodipine_mpo,turbo,4,ce0943ad-9f5a-44da-ab68-cf0243671bf7,309
4,amlodipine_mpo,turbo,5,0e8bc6ca-0170-4a89-8586-f8a2a2b61474,309
0,amlodipine_mpo,vanilla_bo_hvarfner,1,0c749b60-bcd4-4a5b-975e-36df522db0c7,309
1,amlodipine_mpo,vanilla_bo_hvarfner,2,527addca-d9de-4985-85f6-d1a115835e53,309
2,amlodipine_mpo,vanilla_bo_hvarfner,3,3f953d9b-e686-41c5-a571-bbcbe1dfbde0,309
3,amlodipine_mpo,vanilla_bo_hvarfner,4,1344a1e9-0df7-421f-8904-85d0ca63a12a,309
4,amlodipine_mpo,vanilla_bo_hvarfner,5,072a1f7c-18f3-43a0-ab09-1daace619b7d,309
0,amlodipine_mpo,pr,1,25705a07-9dcb-4968-8e28-e1ef301402b6,12
1,amlodipine_mpo,pr,2,0246c128-481a-4a7c-bd45-bf09352b4a2a,12
2,amlodipine_mpo,pr,3,2a4553f6-1343-4ca6-a0c5-b993000ae7f5,12
3,amlodipine_mpo,pr,4,2edc7b5b-6bc2-4c6e-8fd5-9aa147c77eef,12
4,amlodipine_mpo,pr,5,4873663d-7b11-433e-976c-f092cf67308c,12
0,amlodipine_mpo,saas_bo,1,20f471ba-b20b-429c-b591-fa85cb6d2286,12
1,amlodipine_mpo,saas_bo,2,8fa0ef29-88db-4dba-992b-fbd5af57155e,12
2,amlodipine_mpo,saas_bo,3,5de2defc-c392-4576-a13a-aac818c270a9,12
3,amlodipine_mpo,saas_bo,4,3ea1e604-ef46-4c48-be79-6a5ed6ad8754,12
4,amlodipine_mpo,saas_bo,5,367c2c0f-2f43-4c9d-9791-a2cb34d407b8,12
0,celecoxib_rediscovery,directed_evolution,1,04ae5d32-fe51-4ff9-b399-f5501472d8e5,309
1,celecoxib_rediscovery,directed_evolution,2,22721c83-46cd-45c4-86e4-7be5652ea724,309
2,celecoxib_rediscovery,directed_evolution,3,802967f5-70a5-41f5-8495-860c7659bf55,309
3,celecoxib_rediscovery,directed_evolution,4,0e001192-6fbf-4fae-a4aa-80c3a5f2265c,309
4,celecoxib_rediscovery,directed_evolution,5,2726568e-bb10-4410-b8c8-c04fc1215d56,309
0,celecoxib_rediscovery,hill_climbing,1,09b2e40d-e496-48a6-a06a-86a09c5793f3,309
1,celecoxib_rediscovery,hill_climbing,2,50266e34-3fa8-4848-947f-df292f3e094b,309
2,celecoxib_rediscovery,hill_climbing,3,189a2dfb-de7b-4fc3-b0fa-096568cb0257,309
3,celecoxib_rediscovery,hill_climbing,4,068769ae-1e3d-4dc3-b550-a41776fad0dd,309
4,celecoxib_rediscovery,hill_climbing,5,150469c1-3a74-4ad0-8118-7dc35a744e50,309
0,celecoxib_rediscovery,genetic_algorithm,1,16177b5a-cd1d-4225-b737-138d84f5148d,309
1,celecoxib_rediscovery,genetic_algorithm,2,3fbbb7a5-47b5-41e0-826a-dd5269ec9265,309
2,celecoxib_rediscovery,genetic_algorithm,3,8901208f-18c2-474e-8ea0-8025777f8479,309
3,celecoxib_rediscovery,genetic_algorithm,4,a1bbc5fc-be64-4727-8eb3-70bcdaa66ad1,309
4,celecoxib_rediscovery,genetic_algorithm,5,6e05c381-81f2-4487-bcee-7bd6dfca49b2,309
0,celecoxib_rediscovery,cma_es,1,59200014-203d-4abf-acd1-5060b7fb05c9,309
1,celecoxib_rediscovery,cma_es,2,8f382cb9-7a38-4000-9de2-d1a7683f5641,309
2,celecoxib_rediscovery,cma_es,3,61dffb76-8d95-4ba1-9658-def5445c1cf8,309
3,celecoxib_rediscovery,cma_es,4,001dfa05-15c8-4840-b1c6-055e7926aaac,309
4,celecoxib_rediscovery,cma_es,5,18654a0c-e206-4638-95ae-0192c0f0d988,309
0,celecoxib_rediscovery,random_line_bo,1,03fc980b-d412-48e9-8724-2b5d37fb3ef7,309
1,celecoxib_rediscovery,random_line_bo,2,d97bc837-520e-40f2-95b9-d2a81b5c88a5,309
2,celecoxib_rediscovery,random_line_bo,3,513d9a4b-2991-4c93-bb63-3973de71f484,309
3,celecoxib_rediscovery,random_line_bo,4,265d3d87-0f15-4df0-a70d-0f4f488b00b2,309
4,celecoxib_rediscovery,random_line_bo,5,5ab96e25-9566-4b00-857d-a6612b46c96b,309
0,celecoxib_rediscovery,coordinate_line_bo,1,3292a4ab-18f0-47ce-a859-e2da7c44ce5f,309
1,celecoxib_rediscovery,coordinate_line_bo,2,63140f1d-8647-4164-989e-83e9c1bf373d,309
2,celecoxib_rediscovery,coordinate_line_bo,3,59f8d70d-191b-43f7-91fd-871e706af7ea,309
3,celecoxib_rediscovery,coordinate_line_bo,4,6b460aad-5fd8-4637-9523-d68bc0e518d8,309
4,celecoxib_rediscovery,coordinate_line_bo,5,4f3d2d4c-502c-488d-93b8-a48828038390,309
0,celecoxib_rediscovery,turbo,1,83b3e977-2314-49a7-8bbc-7801f5a182fe,309
1,celecoxib_rediscovery,turbo,2,a0f06891-f719-4c73-b7bc-4abb32e1f510,309
2,celecoxib_rediscovery,turbo,3,b9b9324b-e21b-45a5-8abe-7bbbc59189eb,309
3,celecoxib_rediscovery,turbo,4,15904123-de1e-44a5-9610-ef8bf98caacb,309
4,celecoxib_rediscovery,turbo,5,66942e43-213b-4502-9311-2fd2cf4ef201,309
0,celecoxib_rediscovery,vanilla_bo_hvarfner,1,67a485c1-288a-478b-91fa-d976e21955a1,309
1,celecoxib_rediscovery,vanilla_bo_hvarfner,2,619db034-c032-4292-a42b-bcbc5fccfc74,309
2,celecoxib_rediscovery,vanilla_bo_hvarfner,3,1f7d59d4-a5ee-4284-aaaf-0a8227dfe3e9,309
3,celecoxib_rediscovery,vanilla_bo_hvarfner,4,0fcdfc14-ce87-4f1c-877f-c10b48030f3e,309
4,celecoxib_rediscovery,vanilla_bo_hvarfner,5,624b2d4f-ae7c-4647-873e-b70543ebbfc1,309
0,celecoxib_rediscovery,pr,1,3b50faba-4cee-45a1-90c8-937c8e503a9a,12
1,celecoxib_rediscovery,pr,2,1dd2044a-71b7-4a79-a1c9-3fad50dc6939,12
2,celecoxib_rediscovery,pr,3,2c8a3406-26a9-4dad-8bd3-3ea270e06095,12
3,celecoxib_rediscovery,pr,4,29a8217b-3288-4ee1-b56c-54d90e6774a6,12
4,celecoxib_rediscovery,pr,5,05214ec2-a2e5-41bb-8f18-742e0444b351,12
0,celecoxib_rediscovery,saas_bo,1,598ef174-3386-4568-9d79-06bc627aa1e4,12
1,celecoxib_rediscovery,saas_bo,2,69653d89-671e-4455-8701-6db5dc13a8b9,12
2,celecoxib_rediscovery,saas_bo,3,66bc9c4a-0f26-4fac-b9c8-d0a56bcb6cee,12
3,celecoxib_rediscovery,saas_bo,4,6144946b-e3c2-40d7-a3cf-3812cf2f3ae0,12
4,celecoxib_rediscovery,saas_bo,5,0522e083-7042-4137-8ab2-81f889ecb305,12
0,deco_hop,directed_evolution,1,9cb3f8a9-eb1a-4ff1-937c-96e74d065772,309
1,deco_hop,directed_evolution,2,aec6c4d9-f793-4ff3-98a8-777b7631599b,309
2,deco_hop,directed_evolution,3,2af8727e-46f5-492b-9754-554986f02373,309
3,deco_hop,directed_evolution,4,e763e59b-5a40-4335-abd0-19c83bef5c64,309
4,deco_hop,directed_evolution,5,4410def7-f487-4e8c-ad30-3db2acd7b4f9,309
0,deco_hop,hill_climbing,1,c28fd1a6-3714-4600-b8bc-7cb48fd089f0,309
1,deco_hop,hill_climbing,2,af4cb971-38d2-47de-a525-a2d02cf38779,309
2,deco_hop,hill_climbing,3,7a371d65-2a59-4a1e-83fd-ca3d0d090f0f,309
3,deco_hop,hill_climbing,4,a18ec7ec-8e41-43c2-a55b-3200714753b3,309
4,deco_hop,hill_climbing,5,60d0f0f8-4364-4111-aad0-247826cf8ff8,309
0,deco_hop,genetic_algorithm,1,53376aa0-71af-4cb2-ab06-cbee8c996cdf,309
1,deco_hop,genetic_algorithm,2,340ded26-07f0-4005-9432-42c63fd74337,309
2,deco_hop,genetic_algorithm,3,532f8dc0-a074-4863-bd54-b73378889c21,309
3,deco_hop,genetic_algorithm,4,270128f3-09ac-451e-98b9-c239520d4417,309
4,deco_hop,genetic_algorithm,5,4c434e2f-5caf-444f-9aa0-813a3aa2d4d1,309
0,deco_hop,cma_es,1,8c21bce4-bcbc-42fe-9d92-a882cd819fb8,309
1,deco_hop,cma_es,2,09d07a53-248e-4834-8b23-8f41fd327c3b,309
2,deco_hop,cma_es,3,3b0ee33d-e267-494d-b0ea-fc75f2778e53,309
3,deco_hop,cma_es,4,337bdb06-c2de-4b0f-86e2-f2beb8102ee5,309
4,deco_hop,cma_es,5,73e0b3f6-cdba-4d62-af43-6a8c5cbb4f0c,309
0,deco_hop,random_line_bo,1,8b853ef2-eef6-4cfb-b253-056571320bc4,309
1,deco_hop,random_line_bo,2,00100a2e-c6ee-4d1a-b46a-21891b7930b5,309
2,deco_hop,random_line_bo,3,120cab8d-f396-4dd7-951f-b2751484db82,309
3,deco_hop,random_line_bo,4,9e2a597f-5391-4b96-ae62-83939d4c294a,309
4,deco_hop,random_line_bo,5,76b426f4-3da5-41f8-9997-87265b695701,309
0,deco_hop,coordinate_line_bo,1,73c2e397-507a-41ab-93db-63084b8def73,309
1,deco_hop,coordinate_line_bo,2,1ef0bd95-5a0e-4d05-83fb-bdc97185bdda,309
2,deco_hop,coordinate_line_bo,3,755e49f7-fd4f-4cb0-bddc-43583b4ce6bc,309
3,deco_hop,coordinate_line_bo,4,23fb6cd5-a695-4e77-9939-2d80f687c1b1,309
4,deco_hop,coordinate_line_bo,5,94cbc00a-52da-485d-b2c8-79f7436ceeb5,309
0,deco_hop,turbo,1,309bde12-703f-44b9-a2b9-de0065708629,309
1,deco_hop,turbo,2,2d5e3223-0c74-4bbe-ae7d-918ac0441f10,309
2,deco_hop,turbo,3,1b60e4da-25e1-427e-83ab-cf29d2c8cefc,309
3,deco_hop,turbo,4,1d96a5a7-daf6-4d2e-bc9d-e1c7769c0307,309
4,deco_hop,turbo,5,002364e5-6664-4418-8cdf-107de535487a,309
0,deco_hop,vanilla_bo_hvarfner,1,b9f3b66c-e5a4-4ddd-a59b-5e316675077b,309
1,deco_hop,vanilla_bo_hvarfner,2,291db905-6e73-47c0-8a12-8b3e7749689f,309
2,deco_hop,vanilla_bo_hvarfner,3,26b22185-e2be-418d-87ae-a00ad5d1b65e,309
3,deco_hop,vanilla_bo_hvarfner,4,3dbce2e5-cd17-4649-9a07-33cc432b1edb,309
4,deco_hop,vanilla_bo_hvarfner,5,7217565d-90b9-4e25-ab47-b1fe30726791,309
0,deco_hop,pr,1,24652f47-2cdc-4c02-8df6-3e39fba79a59,12
1,deco_hop,pr,2,399c87ad-aeb1-46ae-a8ea-e0d435f9607b,12
2,deco_hop,pr,3,44c42e86-9bbf-4cb8-a30b-3f115b521f71,12
3,deco_hop,pr,4,65c6228f-7a72-4ab8-b7b9-e31f15b1f33d,12
4,deco_hop,pr,5,6f38354c-f4c9-4cf2-89bc-ce019f73facf,12
0,deco_hop,saas_bo,1,4a673ecd-a70d-4c6b-8a10-6745bfcd6936,12
1,deco_hop,saas_bo,2,7701dbc1-638e-474b-a68e-4d789ec8ca2e,12
2,deco_hop,saas_bo,3,0665789a-9dbb-417b-b820-e4eab1bb03c7,12
3,deco_hop,saas_bo,4,3824c83d-0fda-4dcc-912f-4075f35214b4,12
4,deco_hop,saas_bo,5,4b9be4ce-b058-4542-a849-b48d49a840f1,12
0,fexofenadine_mpo,directed_evolution,1,78783554-ff7a-4d65-b9fd-627e57149825,309
1,fexofenadine_mpo,directed_evolution,2,61abddc4-2c7d-413a-a703-bd057bfb65e2,309
2,fexofenadine_mpo,directed_evolution,3,907766bd-1825-4df0-ae67-839ae88710d6,309
3,fexofenadine_mpo,directed_evolution,4,453daf62-d8d0-4607-93b9-3b4ee602a554,309
4,fexofenadine_mpo,directed_evolution,5,727433f9-761d-4d03-ad2b-811638b902cc,309
0,fexofenadine_mpo,hill_climbing,1,360d7c9e-f1a8-4b1d-b909-9310dacc2b97,309
1,fexofenadine_mpo,hill_climbing,2,22c0ed0d-8b2b-4c54-90af-2fd8e1fb1774,309
2,fexofenadine_mpo,hill_climbing,3,5c08b825-c4c3-4c24-9ac7-e9a91afe32ca,309
3,fexofenadine_mpo,hill_climbing,4,01494a43-f998-4cd5-9f6c-07a307d35341,309
4,fexofenadine_mpo,hill_climbing,5,34e08012-a401-43de-99c4-11aa1139fbf0,309
0,fexofenadine_mpo,genetic_algorithm,1,2d2281d2-47cf-438d-b8c6-f4a7cb8ac024,309
1,fexofenadine_mpo,genetic_algorithm,2,591b2e5c-0aeb-413e-a110-448fc90660c6,309
2,fexofenadine_mpo,genetic_algorithm,3,28e4d5d3-e69a-4c74-bad9-85399f67626b,309
3,fexofenadine_mpo,genetic_algorithm,4,1c0cdadf-ec67-4819-b790-aa0ffdeab45a,309
4,fexofenadine_mpo,genetic_algorithm,5,8de9c260-316c-4b30-b9f1-b5702b0d3cd9,309
0,fexofenadine_mpo,cma_es,1,152131c2-2a95-4a4c-bdd2-0da2bfebe46a,309
1,fexofenadine_mpo,cma_es,2,cda03355-0d5d-4a23-acc2-9c1f8cf7c4ee,309
2,fexofenadine_mpo,cma_es,3,06d86936-74e0-42a9-b390-d2f1bf1321aa,309
3,fexofenadine_mpo,cma_es,4,88d6aea0-2410-4d9c-881c-2f2c5b1f8c78,309
4,fexofenadine_mpo,cma_es,5,133bb5fd-d940-40b2-a266-0845c5e41dd9,309
0,fexofenadine_mpo,random_line_bo,1,6ca9bc42-a57c-47db-af6e-90288441f00f,309
1,fexofenadine_mpo,random_line_bo,2,7c969275-2395-4fe6-8a5b-eaf5080cf1e0,309
2,fexofenadine_mpo,random_line_bo,3,34d1439c-3a42-4a85-8e73-6dc5b2eaf954,309
3,fexofenadine_mpo,random_line_bo,4,25c21667-7602-43cd-96c2-2387ad26e07f,309
4,fexofenadine_mpo,random_line_bo,5,52af454e-ccf4-4344-a257-43fb18454ab8,309
0,fexofenadine_mpo,coordinate_line_bo,1,4d719900-3790-42c5-aa3b-02ca6928bbdd,309
1,fexofenadine_mpo,coordinate_line_bo,2,17fc397d-b0e5-41be-b5cb-98a1a50e5094,309
2,fexofenadine_mpo,coordinate_line_bo,3,37b9b56e-ca46-4bcb-b8c4-b85468bd8ea7,309
3,fexofenadine_mpo,coordinate_line_bo,4,dd1b338c-0b13-46ce-b636-d5edfedae695,309
4,fexofenadine_mpo,coordinate_line_bo,5,8eb839c3-3e16-4279-8324-522b24386a6e,309
0,fexofenadine_mpo,turbo,1,860a8a72-086b-464a-8f3a-39b734afd37f,309
1,fexofenadine_mpo,turbo,2,6614cbee-0949-4514-9a22-ae3312344058,309
2,fexofenadine_mpo,turbo,3,796030da-07e4-4f71-833e-e016855e1946,309
3,fexofenadine_mpo,turbo,4,37021cc5-9359-4c16-8c00-47cafbc5b6a4,309
4,fexofenadine_mpo,turbo,5,1ea9832c-01fc-4fde-9440-dfd654e20aa1,309
0,fexofenadine_mpo,vanilla_bo_hvarfner,1,a62ab84a-e95b-48c4-9f28-6a630735274f,309
1,fexofenadine_mpo,vanilla_bo_hvarfner,2,5d9c550c-9413-4df7-8bed-df2d8d23a132,309
2,fexofenadine_mpo,vanilla_bo_hvarfner,3,a3160adf-9986-42f0-9be7-e891dcac4479,309
3,fexofenadine_mpo,vanilla_bo_hvarfner,4,14d83736-51bc-429a-9df3-ecc277993e72,309
4,fexofenadine_mpo,vanilla_bo_hvarfner,5,2274002a-57e3-4c72-ba2f-d3e4c4185e4b,12
0,fexofenadine_mpo,pr,1,85fa73f0-d0df-4eca-9ed1-4f3d920fdd14,12
1,fexofenadine_mpo,pr,2,77fa251f-ccaa-4723-ab02-8934201496d4,12
2,fexofenadine_mpo,pr,3,7738ec34-01ea-4c19-bebb-8017f9428fd3,12
3,fexofenadine_mpo,pr,4,6389e20c-ba85-4af5-b98d-dcb4fe90cba8,12
4,fexofenadine_mpo,pr,5,af96ea8b-8d57-4b6e-a232-8c21b30d6b92,12
0,fexofenadine_mpo,saas_bo,1,d56ca66f-5e69-4357-ac21-a17f99452175,12
1,fexofenadine_mpo,saas_bo,2,20047566-6299-4730-bb62-74ec04ad6310,12
2,fexofenadine_mpo,saas_bo,3,4c5c6cb3-da82-4c2b-93ee-73e3a7abc079,12
3,fexofenadine_mpo,saas_bo,4,a4a475ca-8833-4b76-bf0f-a3cd104f9419,12
4,fexofenadine_mpo,saas_bo,5,4e8c9b88-80ff-40e1-a389-613c6d835700,12
0,isomer_c7h8n2o2,directed_evolution,1,20608a89-5874-404b-8a53-157660668002,309
1,isomer_c7h8n2o2,directed_evolution,2,180ae866-7726-4aa1-ac97-62baf29dd8ca,309
2,isomer_c7h8n2o2,directed_evolution,3,279a9392-6227-4e27-8ee1-dfb07a82cd37,309
3,isomer_c7h8n2o2,directed_evolution,4,209c8979-71d1-4629-9ab7-89831e501cfc,309
4,isomer_c7h8n2o2,directed_evolution,5,49ba18d9-3f9d-4a55-8253-c0d51e1df770,309
0,isomer_c7h8n2o2,hill_climbing,1,591c3b2e-d8aa-4fbb-996a-822f89f0fbdf,309
1,isomer_c7h8n2o2,hill_climbing,2,2a4bc118-b146-4bb6-b597-56a770e7fbca,309
2,isomer_c7h8n2o2,hill_climbing,3,14b9289d-0ebf-48f6-8dd7-57d775f9888a,309
3,isomer_c7h8n2o2,hill_climbing,4,165fc6a7-94a2-467b-add7-3dcea0b41a5a,309
4,isomer_c7h8n2o2,hill_climbing,5,916f7e0e-d7b3-402f-b357-df681688a3c8,309
0,isomer_c7h8n2o2,genetic_algorithm,1,6ad483fa-9cf0-4e1f-8a61-a37c119a0347,309
1,isomer_c7h8n2o2,genetic_algorithm,2,0a1d7f42-69a4-4da9-8ea3-82b895afe83c,309
2,isomer_c7h8n2o2,genetic_algorithm,3,c60fa2cf-12ec-4d07-aa7f-9b2f6a28d3d2,309
3,isomer_c7h8n2o2,genetic_algorithm,4,04323e82-7feb-484f-b304-ba26a1faca49,309
4,isomer_c7h8n2o2,genetic_algorithm,5,e40c97eb-5d40-4914-9cb6-b04c38481da8,309
0,isomer_c7h8n2o2,cma_es,1,5c35aefc-a8e2-40a3-914f-95c77ecfdb70,309
1,isomer_c7h8n2o2,cma_es,2,74a57b37-32aa-4c97-8e6e-1ba22a5b9327,309
2,isomer_c7h8n2o2,cma_es,3,0561e8df-f696-456c-9636-cc1be680c50d,309
3,isomer_c7h8n2o2,cma_es,4,4277949b-d22f-4197-9dc4-4ef895d8f2af,309
4,isomer_c7h8n2o2,cma_es,5,a8f53c4c-0053-4797-9551-76133a22e0b2,309
0,isomer_c7h8n2o2,random_line_bo,1,07fd9a58-3829-4043-b55b-475b4c7052c4,309
1,isomer_c7h8n2o2,random_line_bo,2,2351ff75-745d-4db3-aea9-4df01370ef8c,309
2,isomer_c7h8n2o2,random_line_bo,3,499741f4-dfdd-4ba8-8115-b94067303c6d,309
3,isomer_c7h8n2o2,random_line_bo,4,83db0b05-c2d4-4b58-8818-5f043e7c1bf0,309
4,isomer_c7h8n2o2,random_line_bo,5,30161423-04e8-4455-9217-fe44f68b99cd,309
0,isomer_c7h8n2o2,coordinate_line_bo,1,02e9e591-43a0-4076-88b1-d718a8a91dc5,309
1,isomer_c7h8n2o2,coordinate_line_bo,2,4a056400-1f9c-411f-9812-8e0657823cc6,309
2,isomer_c7h8n2o2,coordinate_line_bo,3,704a573e-2ddf-4448-827d-a3be392210aa,309
3,isomer_c7h8n2o2,coordinate_line_bo,4,2a0f30bb-e859-4bd3-8aa0-c4463b07ef77,309
4,isomer_c7h8n2o2,coordinate_line_bo,5,1c492fd1-4d28-4015-8482-366d481084fa,309
0,isomer_c7h8n2o2,turbo,1,65b25b7b-5168-4490-8d79-4c748330cbb4,309
1,isomer_c7h8n2o2,turbo,2,9525edb6-79e6-4d44-a800-8c6ee8642bee,309
2,isomer_c7h8n2o2,turbo,3,ef1737f9-a019-4d6c-a233-06732c1a91e1,309
3,isomer_c7h8n2o2,turbo,4,e8f66d4d-92d1-496c-831c-bdf553650f89,309
4,isomer_c7h8n2o2,turbo,5,72c199a0-e1e6-41eb-9e43-5b611916bca2,309
0,isomer_c7h8n2o2,vanilla_bo_hvarfner,1,51102c86-9ead-4e39-877c-76dd15bd74a9,12
1,isomer_c7h8n2o2,vanilla_bo_hvarfner,2,1a6f06db-941e-4304-80a5-b267d048deb8,12
2,isomer_c7h8n2o2,vanilla_bo_hvarfner,3,0619e631-01bf-4fb3-abfd-3b84bdda2f9e,12
3,isomer_c7h8n2o2,vanilla_bo_hvarfner,4,2b5dc4e9-d169-43ae-b13f-ab58dd23857d,12
4,isomer_c7h8n2o2,vanilla_bo_hvarfner,5,05734855-3bbf-4ff9-b7b2-c8cc13f92471,12
0,isomer_c7h8n2o2,pr,1,2e72ebaf-2577-46b7-8ff3-b05db0c90eb1,12
1,isomer_c7h8n2o2,pr,2,164e4984-2f1b-403a-8e57-832910dedcdd,12
2,isomer_c7h8n2o2,pr,3,0f90a757-a4c2-479d-937f-d6bb6998b209,12
3,isomer_c7h8n2o2,pr,4,26b4cd7b-07a5-46f5-acca-f379440101a2,12
4,isomer_c7h8n2o2,pr,5,46b9b6ad-2ab4-46de-9e4d-64f4bf151a16,12
0,isomer_c7h8n2o2,saas_bo,1,1b613b6a-eb85-4931-8092-9b33eaf824d9,12
1,isomer_c7h8n2o2,saas_bo,2,88731ec8-5bad-408a-b593-646f06203736,12
2,isomer_c7h8n2o2,saas_bo,3,0175b538-e2e5-462c-8c68-5e3db2656c79,12
3,isomer_c7h8n2o2,saas_bo,4,2f238238-1afb-4b76-a22d-a36bb515eafd,12
4,isomer_c7h8n2o2,saas_bo,5,23381dd3-31e9-4943-8dea-28dcaa9f38c3,12
0,isomer_c9h10n2o2pf2cl,directed_evolution,1,0b559a98-95f3-43e6-92a6-cc12cc70954a,309
1,isomer_c9h10n2o2pf2cl,directed_evolution,2,e7194445-eafe-4df3-97cb-7a70f31e8deb,309
2,isomer_c9h10n2o2pf2cl,directed_evolution,3,626a01a0-72a8-46fc-ba56-8f76f83044b0,309
3,isomer_c9h10n2o2pf2cl,directed_evolution,4,1210b39c-b35c-4ce1-8dea-cceb62f08aa3,309
4,isomer_c9h10n2o2pf2cl,directed_evolution,5,03d30138-9105-4733-8f97-a67e73e5da3d,309
0,isomer_c9h10n2o2pf2cl,hill_climbing,1,72948cb2-31f4-4713-bee5-33e99678284c,309
1,isomer_c9h10n2o2pf2cl,hill_climbing,2,2c13d51f-5669-4074-b2cb-a0264526e609,309
2,isomer_c9h10n2o2pf2cl,hill_climbing,3,763ab094-5239-440c-83c5-e1447a746413,309
3,isomer_c9h10n2o2pf2cl,hill_climbing,4,22d74b3f-bc2c-4346-8f09-36b14e5edfca,309
